a,b,rmean,smean,imean,sigma1,sigma2,sigma3
1.3015667200115648,-0.8802600230453063,0.027255710183442465,2.189740325688871,3.313799997475671,0.04959165984510081,0.28920731047162096,0.19666362594140974
1.3073483317831394,-0.8788934359673448,0.045447618604681134,2.195533983291674,3.3041583239140513,0.04831944457899266,0.285089961775006,0.1923918008063533
1.3137131983916648,-0.885864957656001,0.026919743120768704,2.1866721313580206,3.3070583662674577,0.05087956017661957,0.2781471035052707,0.20010743222722152
1.2905412351902317,-0.8636838663499761,0.03352250821915765,2.193147545934633,3.3181448693737585,0.048891472612828564,0.28266260969827683,0.19541326042835036
1.2747482917495465,-0.8716480253021971,0.0347178278810864,2.1913867707193493,3.3103242118225453,0.048860795350287985,0.27947930481009176,0.19206708735345757
1.3153411979592127,-0.8546423416008027,0.04541376043343048,2.191909851157076,3.2963947324216125,0.05023953852489746,0.28420392557378293,0.20093083566209444
1.3023894292547442,-0.8752290769532232,0.04818891385601401,2.194971862098981,3.2985833573951684,0.049019607426170085,0.26982376009650993,0.2020667599703931
1.2925610525933202,-0.8745892832639002,0.040261155240587515,2.1871166251059724,3.3000865245871887,0.049030601922611,0.27523892762773544,0.2028175017039098
1.2882433353803935,-0.8744174321182072,0.03563711767249616,2.1924626936048695,3.30925639969021,0.049617793602867916,0.28507996172808997,0.1940171807961162
1.2952468118263076,-0.8819624319137227,0.049129248563537016,2.2015146237798664,3.3095386754292915,0.049767630377724976,0.27554911315444447,0.19137353559129072
1.3145746974706891,-0.8628516833326111,0.029853894145105104,2.1803668261940414,3.299662316722393,0.04934813696631606,0.2793952488320294,0.2030360641890831
1.311203128137983,-0.8666719715758362,0.021907883595032953,2.1819395986355965,3.3047281974911966,0.049993369750067615,0.27638739285774166,0.2024594941509458
1.285527574301338,-0.8700880538175411,0.033927601186759845,2.1845779609265548,3.3018108968864044,0.04860559079810954,0.2780643525210714,0.19893834483181458
1.3003678118285718,-0.8677769833241318,0.045646384678039345,2.199939214399837,3.3088355571931376,0.04970177946126676,0.2808189534898023,0.18868829449770802
1.288686328132816,-0.8666726958558221,0.049819650911029814,2.20150098901699,3.306915827548056,0.04971958066980813,0.2728754839474062,0.18980095401529515
1.359672732217683,-0.8864364759056079,0.018601721386602987,2.1719697824957986,3.293362133375307,0.04973746828127341,0.27906238602838945,0.21095188562208245
1.2955209663290816,-0.8911311868452301,0.039937892870539844,2.192781873412087,3.305823295940693,0.04912213853773739,0.2765454939877547,0.20117569594241053
1.2748535852667038,-0.8842325525433424,0.03431857431917525,2.194237070685367,3.31450992616805,0.050313234577334436,0.27821869829325463,0.1912846313133977
1.252351454747808,-0.8566313770452588,0.05175958022799586,2.20041121924939,3.3090104486887704,0.05003317024922922,0.2804467710093037,0.19204716884643555
1.2943977638777384,-0.8674678894341132,0.040987303918061116,2.194252670818221,3.306951651939244,0.050326356091964695,0.28493656474909135,0.1967709299966235
1.2723434664206226,-0.8406842469718041,0.032362011926357195,2.186257554128518,3.304935633148121,0.049104930871347686,0.2836125914944227,0.19887038464813586
1.3132756840092452,-0.880242514200528,0.02568914728095902,2.1875036609043046,3.3102719639068297,0.048992559634551396,0.28354000971045584,0.19691753312667945
1.2990705902873583,-0.8859274880031744,0.03671014403402727,2.1887333917569016,3.30137421800048,0.049028050640553274,0.27801814711021283,0.20141948797867743
1.2783573787856728,-0.8503828276894002,0.04191585689371672,2.1947128970498686,3.309992673063715,0.04986629271762586,0.279842184074822,0.19249969748606455
1.3012112367436748,-0.8682560371862316,0.038954990126777736,2.193450166337721,3.306399252696847,0.05013608832864569,0.27566717429453375,0.19427655677624842
1.3095611928196225,-0.8876259998273122,0.029109520671462198,2.1826070264725748,3.301924521005124,0.04992021141707288,0.2720773490890014,0.20190099286613203
1.3556093907980524,-0.9088783895598984,0.006735044339996628,2.1744721282501738,3.315458294483576,0.051925675694085835,0.2968288450642473,0.2117817840034753
1.3011195881522264,-0.8592822309394929,0.04072653516668492,2.1974687718154744,3.310040810101072,0.04931548166136502,0.27989080174320463,0.1922887805061246
1.3083126241018683,-0.87852418143863,0.04093477853423619,2.195682946188857,3.307247637679347,0.0499935623058124,0.28113316112401804,0.18818035218703624
1.2718421591280162,-0.8541429636932737,0.04377701409491951,2.195099198626206,3.304597925402706,0.051275654653565636,0.2715376247369333,0.19273217196502537
