a,b,rmean,smean,imean,sigma1,sigma2,sigma3
1.2928454124081235,-0.8789847092454837,0.024946421157716246,2.185959756152749,3.312020978871314,0.049623114861245265,0.2854012925803986,0.19551090846272184
1.286210478867415,-0.8720850653931534,0.05052592429076079,2.195478271165299,3.299779891105274,0.048805069050761714,0.279778588506528,0.19081970500583037
1.3501282200109355,-0.8774901590786635,0.022671974393244355,2.187639187360367,3.3093202175248826,0.05122862092834499,0.2777859875171832,0.20188922008896562
1.308993057300147,-0.8807578826780128,0.03148390821938045,2.1922812475311835,3.3176045910354075,0.04856092720745696,0.2850861599631592,0.19722135114505468
1.2663503349698815,-0.8618396474388126,0.034904556988953526,2.1911962464161236,3.3097760536455825,0.049265726962044655,0.2759951813207221,0.19117440151324203
1.2614363583911063,-0.8418331430642253,0.05386175630754256,2.1963329979015733,3.298088471392861,0.0505224635352217,0.2801850011817204,0.19243515868827554
1.259095545862349,-0.8715881111376891,0.04015627605950049,2.1857283759930946,3.2981199828134993,0.048643853900098434,0.26844041873620716,0.20884968693514716
1.244643850991389,-0.8634082625041387,0.03650513940719642,2.190298163343451,3.3132277667104586,0.04969751658752891,0.28680667294322215,0.19829826182376808
1.2964274889590353,-0.8752063982482594,0.03644807370346364,2.1929769333626044,3.3079092103796035,0.04948553180937882,0.2832962409721743,0.19050000047772384
1.333644234722312,-0.8812515840189235,0.04047443904108199,2.1929804821741543,3.3033953567920973,0.04961029998943351,0.2743538662211628,0.1990146071983439
1.2976416758659912,-0.8631845518680451,0.03324661856092418,2.1848601187777974,3.30398027319465,0.04945426917168141,0.2809198964869812,0.19851479169250816
1.2830350173384546,-0.8636079876786824,0.01718651531514914,2.1801867386836045,3.311166522554584,0.05042123554767095,0.27887460573643547,0.19958338119971586
1.3121095074836253,-0.8604359183924696,0.03823148569397507,2.187550051279444,3.297806582507637,0.04979311656447023,0.27345485264238983,0.19805053628199237
1.2777206924368196,-0.8594370113721658,0.03222606910783411,2.1850801236312374,3.3039465906232492,0.04958897377456173,0.27326761246842485,0.20094389843149024
1.3095452377406527,-0.8768804849185413,0.03930682336303523,2.188829876239961,3.299581629541623,0.04893404366333603,0.27242423602214755,0.20174336775369206
1.3502895397419896,-0.8923118897370326,0.03556730425613044,2.188733324229355,3.3003269791899057,0.04921292137413993,0.2746548107547575,0.1989044397121307
1.334050009642912,-0.8793060269854268,0.04343554742793785,2.1943532298185726,3.3016783402608154,0.051333012427933346,0.27533241191140523,0.20324748814968957
1.3120507734568225,-0.8918346475787213,0.029041512935261263,2.190888848861698,3.312010640439497,0.05079707346522485,0.2743552826403233,0.19429231257003585
1.2974249644622646,-0.8644082645407462,0.04494907789809142,2.1957124188886854,3.3065274193464007,0.05033486681848542,0.27933406126722443,0.19635835893296213
1.2234451776919353,-0.8578698496533306,0.038593052735696916,2.1868983153061854,3.3056897842199695,0.05024941966953104,0.27993466234643877,0.1992247611330365
1.250242331124815,-0.8353413990826035,0.039729201024420034,2.1931435599308986,3.307699097591744,0.04893282151133153,0.28668556507915927,0.19187129238614253
1.3188713963855867,-0.9014866404127232,0.017648898570517903,2.181611244977225,3.3114196080882388,0.05061105097185316,0.2844803419804354,0.19998556743349585
1.2991907407363243,-0.8947965923432626,0.016700244432281353,2.1708175542739565,3.2980395692153697,0.04856989054849832,0.27993099148205836,0.22005902930747073
1.2487492221668564,-0.8512709836314267,0.043813609999575655,2.1926858098337836,3.3074733842480484,0.049414810303519525,0.2761858576707313,0.19429106483700434
1.3336776002321922,-0.8786784831061512,0.027045867674163532,2.183681965871316,3.3030208472368696,0.04968283393011623,0.27524340820377663,0.20335278884079508
1.2969542649034493,-0.8857045219628672,0.03502510104575066,2.1855877027571746,3.3004809591959146,0.05006723639991266,0.269017837866165,0.20023877590027161
1.3752400551148423,-0.9053621496165462,0.02587212846955656,2.1897073609287294,3.314156513954617,0.051973540350012115,0.28985407882861913,0.2006965060094788
1.3215134042894687,-0.8698422284241085,0.03223901089604042,2.191829920126595,3.310168887779465,0.05090511010658473,0.2935154947148768,0.1934000135438531
1.295282111626833,-0.8792115424083817,0.03343831793107634,2.1878167942520697,3.3051563626886598,0.048988144843234785,0.28017848082873054,0.19213120909722142
1.302536317041918,-0.859387895844959,0.040381447017977794,2.18779047436037,3.2963903189088746,0.05188173148609479,0.2684624223615405,0.19863686675577075
1.3110316448698343,-0.8760937705374593,0.036011040958544814,2.191895858417794,3.3091096706649252,0.051634556340922996,0.2775867567345623,0.1971312578235658
1.2755516028352711,-0.8669535724634265,0.044057485269341314,2.1941343094781884,3.3031896312892983,0.0483115394881761,0.27624777171749415,0.19425877710593556
1.2844909054913114,-0.8706880558627125,0.03004605066179403,2.1904861306243304,3.3134578674613704,0.04943709484057608,0.28256094838186624,0.19407813502481572
1.2345911906773162,-0.8453146028202532,0.04743615079195332,2.194771527365874,3.3049295726908303,0.050025366531662986,0.28616556551807715,0.19413459338725295
1.2630257740435331,-0.858663837533636,0.0433914653812645,2.1920772431613096,3.2985996026050537,0.04702552840884434,0.27751920511280426,0.19341216789846952
1.2623043674961112,-0.8665539124671372,0.02923903132807368,2.179143840711068,3.2980145206013196,0.0486102748540561,0.28101354297171593,0.20786753671098473
1.311756826922179,-0.8780125445998092,0.021172056999659152,2.183432274850084,3.309972168839979,0.050480583429104275,0.28179549713508795,0.19887207947362073
1.3114486829099243,-0.8665765365271745,0.03295632992868124,2.1865125338553386,3.303062264433024,0.048718627177064454,0.273702825477251,0.20450050308877818
1.2875979348716724,-0.8670319874804888,0.03619680945110281,2.1938046273767484,3.3126177336961784,0.04902430745066066,0.2869712643227337,0.19918632187824012
1.2967957539141202,-0.8633157027355385,0.03604947176177412,2.18217454669336,3.29521830848225,0.04945758211395581,0.27356814105863436,0.20905773555078
1.3059550800632562,-0.8782384983495549,0.04061481660558339,2.1948624124946177,3.3071612074659096,0.04956705083174948,0.27676527056833733,0.19339114640149885
1.2754308459536363,-0.841695014418878,0.042933238680205627,2.1913869736958502,3.3026280793593576,0.04856065353554799,0.27150373901913066,0.19532887564829066
1.3235160911345538,-0.8919243535951898,0.035747568557950936,2.190214052082439,3.302981820023128,0.050924064640218966,0.2880049338561573,0.19341117301858182
1.2804905665525153,-0.8388954065448313,0.0465086211202469,2.194811644497291,3.301210993845829,0.04938847626688389,0.28070705606944757,0.18979816541877984
1.2576428894304152,-0.8568543417950598,0.03997155833054441,2.1942072903203065,3.3093528422571303,0.04969654267551461,0.2809277884748777,0.1920325085453119
1.2984612716408566,-0.8649948866556296,0.03407023880858352,2.1926003974920714,3.3108495553976467,0.05126211765250698,0.2778755008265978,0.19080551551468045
1.2681423304841177,-0.8736008325350902,0.03937123089165243,2.19617235756636,3.3156572437060956,0.050052387721152405,0.28027553251845183,0.18770177001789595
1.300441461624377,-0.8658740077673012,0.03971529321856525,2.1917743054278698,3.3058635628555226,0.04856814328290927,0.2755244481628725,0.19381963059105042
1.340643348484025,-0.8596393890442786,0.031030862043503846,2.1850517908113436,3.3004902988720817,0.04982753764789995,0.28594419048712033,0.2052408252354359
1.3445999619479356,-0.8861487680072483,0.029883860590435275,2.188288324263767,3.3053572248271634,0.050516399203845715,0.27258566081539204,0.1982520684482454
1.2944770394761707,-0.8768302309407932,0.03570556608462883,2.189733802649718,3.3039965215388167,0.04947020217392117,0.274465271725727,0.19550865350814423
1.3037785534036905,-0.8716727381302939,0.028401104857285846,2.184005562996345,3.3014933855254163,0.04887861751555766,0.2757148913595089,0.19930459334362235
1.2867904549683082,-0.8565223533855628,0.037500873681712496,2.1832585281579195,3.293426632661374,0.049577536361691675,0.27554421276033125,0.20176380123815937
1.2850358472702943,-0.8744072202010245,0.04674304180520603,2.1953088881375398,3.301487476803933,0.0507084929488963,0.2724184488475771,0.1886516576087032
1.259252077941264,-0.8498474468042801,0.023239712055263814,2.183638643099201,3.313672408658495,0.050750176574847344,0.28811288950303166,0.20127522238085144
1.2763804988007639,-0.8497159258930987,0.03849543818078105,2.1902022293558123,3.305873837530416,0.049755117242748,0.275471716649581,0.19836559933635386
1.2899654821945756,-0.8550301959479336,0.048766965739415524,2.196967500819206,3.298521502545041,0.050562759086068686,0.27277053004648444,0.1895118328914842
1.3109500736622348,-0.8894812532703997,0.029127293006557652,2.19298470183322,3.315232961916289,0.05023325276866478,0.2742658420120938,0.19197036881558002
1.3222259024364096,-0.8567071604210896,0.03651101656306045,2.185112254606859,3.2963282586045723,0.05100522059065858,0.2732116656058375,0.20117548935282917
1.297564673087527,-0.8612173335985168,0.03658672313109459,2.193353707949713,3.309876528667054,0.04943926320784291,0.2824068265108744,0.19288181286814726
