a,b,rmean,smean,imean,sigma1,sigma2,sigma3
1.4582894430159445,-0.8143519537569479,0.07555951971554449,2.2335233387315525,3.3724811847577314,0.049932248581566877,0.34593858309750575,0.17047653874181715
1.4998651217678667,-0.816550705546564,0.09428246704243784,2.2421044420674585,3.363165339881287,0.04831770281243097,0.3488318887916405,0.16353179137915586
1.4407101238671969,-0.8013198583961799,0.09661834597150565,2.2410072475548577,3.3606397524359943,0.047215750780143693,0.3353401021801817,0.1652335010540883
1.5021069199367532,-0.7962409314922516,0.09504448338051688,2.2406367233825906,3.3592871902401233,0.04847857026663482,0.3414363481605721,0.1665201260582415
1.4568396989119843,-0.7966549147350979,0.09531698838926601,2.238087157879016,3.358868171620324,0.04837945848019549,0.3481425854644901,0.16808535121002932
1.474047105823378,-0.8104969247943086,0.08732571321763166,2.2409296453954197,3.372732809083253,0.0489268503187134,0.3445225179623116,0.16446472405509244
1.4718861498716207,-0.8297406370700379,0.0871184759815697,2.237746399648154,3.36909704998072,0.04960724911820331,0.35490323912571065,0.16473486778361357
1.4889863000295382,-0.8156067663745464,0.0881207736331576,2.2414331108498895,3.3700975607941634,0.04827490206048299,0.34913858150871924,0.16223008773121092
1.451675771314977,-0.7952038778049509,0.09127055636891647,2.2348390114552985,3.356289646207773,0.04921482143734679,0.34148565635545336,0.1687599268161202
1.480077976334874,-0.813340233579805,0.08220269863470524,2.232685003231571,3.367122536662295,0.047992005286491696,0.3481293885994279,0.16553412327884098
1.4675093837671838,-0.8027365111512578,0.08764465371709526,2.2342531453366727,3.3581815039336544,0.04890884357946807,0.3362233207021249,0.16971839963965563
1.4560927291632448,-0.8167458184401171,0.08800737447709508,2.2374326658502053,3.363875068056016,0.048078836713416714,0.3426928515652687,0.16736581209366516
1.4674242417284926,-0.810818173187892,0.09131557065733734,2.2383580322318446,3.3619271330124696,0.04831103670161818,0.3393365612150644,0.1673377392734328
1.483832734874389,-0.8084737917942434,0.09128343309152998,2.237328890510769,3.360992169348068,0.04947672248940394,0.3362523829871119,0.16720919607413487
1.4602859960485626,-0.7991110878560632,0.09819235043573088,2.2437528457808766,3.3622854909041893,0.048859234862308615,0.3383630089822009,0.1606455319349893
1.4697786445589538,-0.8147543385794316,0.09549587580442755,2.2417045212472027,3.360824686554187,0.048288819347242704,0.3415720849084417,0.16906971521862463
1.4857830709963202,-0.8300544782178222,0.07690059580896659,2.231589789047154,3.366311406461005,0.049172253808453865,0.3588171144723031,0.17771122471799006
1.4968869127399405,-0.8200789490318446,0.08806675978512554,2.2359912110820335,3.3585341403734867,0.049001927045905905,0.3418403070526059,0.16493790668658528
1.4663807404367242,-0.8100006392218378,0.09088637413162567,2.2347228962970878,3.355969614257338,0.05043864182626544,0.34134184868126716,0.16803657131532568
